handle,source,school,lang,name,followers,statuses,age_y,statuses_per_y,originals_per_y,asset_hit_rate,probe_n,last_tweet,bio_score,verified,bio
Cifttiklar,following,,,Caglar A. Ciftpinar,0,0,,,,,,,0,,
Baibhav,following,,,Baibhav,0,0,,,,,,,0,,Follow me - Know me !  IG - baibhavr
mortyngen,following,,,Mortyngen,0,0,,,,,,,0,,Jeez! Nothing special here.
ardarmutcu,following,,,Arda ARMUTÇU,0,0,,,,,,,0,,İ.Ü Latin Dili ve Edebiyatı
itechD,following,,,Aytek,0,0,,,,,,,0,,WTF?!
giroute1,following,,,Son heves bükücü,0,0,,,,,,,0,,
sevgilu,following,,,Sevgi Uslu,0,0,,,,,,,0,,
gabudag,following,,,Narod Erkol,0,0,,,,,,,0,,
niclaymec,following,,,c,0,0,,,,,,,0,,
tugrulyilmazer,following,,,Tugrul Yilmazer,0,0,,,,,,,0,,
CelilAkdemir,following,,,Ted Flu,0,0,,,,,,,0,,Hip-Hop canım benim.
ilkerakay,following,,,ilker akay,0,0,,,,,,,0,,"yazılım desen var, beşiktaşlılık desen var, kırım tatarlığı desen var, efendime söliyim amatör telsizcilik , gitarcılık, bass sempatizanlığı.. yani neler neler."
sedabasaran,following,,,Seda Basaran,0,0,,,,,,,0,,
merveb_,following,,,Merve Bayraktar,0,0,,,,,,,0,,öyle işte...
chrisjstephensn,following,,,Chris Stephenson,0,0,,,,,,,0,,"Eskiden Öğretim Görevlisi, Istanbul Bilgi Üniversitesi. Marksist, Sosyalist, Yeşil, Bilgisayar Bilimci, İnsan"
ian_soboroff,following,,,Ian Soboroff | ian@idf.social,0,0,,,,,,,0,,"I don’t use Twitter anymore since the takeover, sorry. Search me up, I’m pretty much the only “Ian Soboroff” around."
stnonstop,following,,,Aziz DURMAZ,0,0,,,,,,,0,,
anilyeni,following,,,Anıl Yeni,0,0,,,,,,,0,,
emretoprak,following,,,Emre Toprak,0,0,,,,,,,0,,Life is like a box of chocolates. You never know what you're gonna get.
nsyilmaz,following,,,Nebi Senol YILMAZ,0,0,,,,,,,0,,Cyber Security
muzu90,following,,,muzeyyen,0,0,,,,,,,0,,
elsaninmecnunu,following,,,Caner Kişisi ve diğer 12 Kişiliği 🌈,0,0,,,,,,,0,,"Az yazar, çok güler, fazla insan sevmez, seçtiklerini çok sever.  Bazen anılarını paylaşır. Çoğu zaman gündeme takılıdır.  https://t.co/wR7lNudNCv"
erhanasikoglu,following,,,Erhan Asikoglu,0,0,,,,,,,0,,yazılım
joshbloch,following,,,Joshua Bloch,0,0,,,,,,,0,,"Effective Java author, API Designer, CMU Prof, Swell guy, No longer posting here. Find me at https://t.co/bNAfciJvWM"
Aydonat,following,,,Aydonat Atasever,0,0,,,,,,,0,,Internet technologies :)
Dilmen,following,,,Çağrı,0,0,,,,,,,0,,
bulentakar,following,,,Bulent Akar,0,0,,,,,,,0,,"Info Technology, Mngment, Business Dev, User Experience, Innovation, Agility, Fast Cars, Chess, Basketball, Voleyball, Bicycle, Moving Mountains :)"
karaoglan,following,,,Karaoğlan,0,0,,,,,,,0,,"41 years old married and have one lovely daughter, working as IT Expert in Zurich"
SinaAfra,following,,,Sina Afra,0,0,,,,,,,0,,"Entrepreneur. Building companies, backing founders. Thinking in cycles."
tolgaarican,following,,,Tolga Arıcan,0,0,,,,,,,0,,"social nerd, tech lover, speed addict, life hacker, entrepreneur, manager, coder, speaker, er, errrr, erRRrrR.."
bengueker,following,,,Bengü Boyacıgil Eker,0,0,,,,,,,0,,🇹🇷🇺🇸
bircec,following,,,Birce Ciravoglu,0,0,,,,,,,0,,
brscskngnl,following,,,Baris Coskungonul,0,0,,,,,,,0,,Quid pro quo
hakanerdogan,following,,,Hakan ERDOGAN,0,0,,,,,,,0,,Co-founder & CEO at Craftgate & Craftgate Europe S.L. Built more than 6 payment systems since 2007. Follow also @craftgateio
AltugGurkaynak,following,,,Altuğ,0,0,,,,,,,0,,"Tasarım 🫂, Yelken ⛵, Babalıq 😊"
acozbek,following,,,Caghan Ozbek,0,0,,,,,,,0,,CS Grad. TPM
zeynik,following,,,Zeynep Ozer Polat,0,0,,,,,,,0,,in love with her vacuum cleaner
IsmailOzeren,following,,,ismail özeren,0,0,,,,,,,0,,
pinarseker,following,,,pinarseker,0,0,,,,,,,0,,pinark.seker@gmail.com
EmreSokullu,following,,,Emre Sokullu,0,0,,,,,,,0,,"WebBrain, the Open-Source AI Browser Agent: https://t.co/pBgXuKccdS"
OzanTatar,following,,,Ozan Tatar,0,0,,,,,,,0,,
cturanli,following,,,Can Turanli,0,0,,,,,,,0,,"Serial entrepreneur (5 companies, 2 exits). Blog: https://t.co/2GRb1jskOe / in Turkish"
divdby0,following,,,divdby0,0,0,,,,,,,0,,
murattasci,following,,,🕯️,0,0,,,,,,,0,,𓂀
coskungunduz,following,,,H. Coskun Gunduz,0,0,,,,,,,0,,"Computer scientist, husband, dad, Rotterdam."
bulentozel,following,,,Roni Bulent Ozel,0,0,,,,,,,0,,"Complex Systems Design & Research. Ethical AI, DLT4Good, Circular Economy, Climate Change."
Gnygny22,following,,,Guney,0,0,,,,,,,0,,Galatasaray & Rock music fan. La vita è bella! Tweets in English and Turkish. Any views expressed are my own. RTs not endorsements.
_ekinoks,following,,,ekinoks,0,0,,,,,,,0,,
mserdark,following,,,M. Serdar Kuzuloğlu,0,0,,,,,,,0,,"1995'ten bugüne teknolojinin, trendlerin ve dönüşümün izini süren bir #gazeteci / İnternet Ekipler Amiri. (A #journalist, obsessed with technology & trends.)"
hgurhanh,following,,,Gurhan Hazinedar,0,0,,,,,,,0,,"Game Developer, Computer Scientist"
BurakCelebi,following,,,Burak Çelebi,0,0,,,,,,,0,,#ProdMgmt @Hazelcast #improv @OykuSahne @istanbulimpro
ilayda_gumus,following,,,İlayda Gümüş,0,0,,,,,,,0,,Dunyali.
uldhuz,following,,,Selcan,0,0,,,,,,,0,,işteğöylebir şey
TurgutDerman,following,,,Turgut Derman,0,0,,,,,,,0,,"Experienced in, e-commerce, entrepreneurship, Non-Governmental Organizations (NGOs), and Startups. https://t.co/rXQ44T2dJc"
umitunal_,following,,,Ümit,0,0,,,,,,,0,,
uctopcu,following,,,Utku Can Topcu,0,0,,,,,,,0,,(o/onu)  Software / Food / History  https://t.co/LcaB4iFNBU https://t.co/X8EgPh7EAG https://t.co/t389w77VQq
mustafaalperkoc,following,,,MAK,0,0,,,,,,,0,,
TasciUrun,following,,,Urun Savkli,0,0,,,,,,,0,,+4
ayhanbaris,following,,,Ayhan Barış 🧢,0,0,,,,,,,0,,20 yıldır php ve c yazıyorum bi zararını görmedim.
cdalar,following,,,Cemal Y. Dalar,0,0,,,,,,,0,,Cloud Architect ☁️ | Kubernetes Engineer | Go Developer 🚀
chazzwazzer,following,,,muharrem yildirim,0,0,,,,,,,0,,"IT consultant, UX Developer & Prototyper, Agile Coach @kreuzwerker"
melimoum,following,,,Melissa Korcan,0,0,,,,,,,0,,
dilsadcelebi,following,,,dilsad celebi,0,0,,,,,,,0,,"Okur, yazar, oynar"
erdilyasaroglu,following,,,Erdil Yasaroglu,0,0,,,,,,,0,,Cartoonist & Sculptor.
selcukerdem,following,,,Selçuk Erdem,0,0,,,,,,,0,,Cartoonist
umutsarikaya,following,,,Umut Sarıkaya,0,0,,,,,,,0,,Resmi olmayan hesap - Keyfi güncellenir
esatbelhan,following,,,Esat Belhan,0,0,,,,,,,0,,"Product Management. Mobile, e-commerce, iOT, Entrepreneurship, FinTech , Analytics, AdTech, MarTech"
korkmazhalil,following,,,Halil KORKMAZ,0,0,,,,,,,0,,Ne mutlu Türk'üm diyene....🇹🇷🇹🇷🇹🇷
musserd,following,,,serkan demirel,0,0,,,,,,,0,,
onurmamati,following,,,Onur Mamati,0,0,,,,,,,0,,
kenanatalay,following,,,Kenan Atalay,0,0,,,,,,,0,,nitro 🐆🏂⚽♟️🖱️📊
icwsm,following,,,ICWSM,0,0,,,,,,,0,,"The 21th International AAAI Conference on Web and Social Media   🏴󠁧󠁢󠁳󠁣󠁴󠁿 Edinburgh, Scotland"
nuref,following,,,Nurefşan Gür,0,0,,,,,,,0,,"PhD Candidate and Research Assistant in Aalborg University, Computer Science Department. Semantic Web, Open Data, Spatial Data Warehouses, OLAP, GIS"
sarpdag,following,,,Sarp Dağ Demirel,0,0,,,,,,,0,,
tugcetackin,following,,,Tugce Taçkın,0,0,,,,,,,0,,Dreamer
aSvNh,following,,,Seven Tastan,0,0,,,,,,,0,,"KAL, BUEK, IEL   ... Sabancı History PhD. Candidate Bilgi&ODTU Pol. Sc. Alumni Intellectual, Diplomatic History - NHoC"
koziLife,following,,,Meryem Alay,0,0,,,,,,,0,,Career Coach | Personal Development Coach | YouTuber | Blogger |
erdemdur,following,,,Erdem VanDuren,0,0,,,,,,,0,,Idea Laundering as a Project Manager @glitchvr https://t.co/i6IMxmEdd2 https://t.co/7g4WVgUoID
ceyboo,following,,,Ceyhun Aytekin,0,0,,,,,,,0,,🐐
ozselgin,following,,,Anıl Özselgin,0,0,,,,,,,0,,Yazılımcı/Girişimci  https://t.co/VoTa7fhdV4
cipcop,following,,,ayse yagli,0,0,,,,,,,0,,
dincerk,following,,,Dincer,0,0,,,,,,,0,,not one can fit in
aisha_kay,following,,,Aishaaaa,0,0,,,,,,,0,,My royal highness 👑🏰🇬🇧
konsultent,following,,,Onur,0,0,,,,,,,0,,
utkun,following,,,"Utkun Uyar, MSc",0,0,,,,,,,0,,
atilev,following,,,atilev,0,0,,,,,,,0,,CTO https://t.co/sRbiN9u2K0 I off-grid solar and electric vehicles. (also https://t.co/chYO25IEgQ)
TunaPamir,following,,,Tuna Pamir,0,0,,,,,,,0,,Oyun Tasarımcısı | Video Oyun İçerik Üreticisi | CivAdam | Duble Baba | Kurucu Ortak @ArvisOfficial
tolgakaratas,following,,,Tolga Karatas,0,0,,,,,,,0,,"OPTIMIZATION DENIZEN, TALENT ACQUISITION CONSULTANT, PROBLEM SOLVER, LINUX MAGICIAN, DIGITAL RETAIL MAKER, ECOMMERCE CONSULTANT, PERFORMANCE CRASH TESTER"
cagilulusahin,following,,,Çağıl Uluşahin,0,0,,,,,,,0,,@djangoproject vice president 🦄• @krakentech_ lead backend eng 🐙•  @DjangoLondon organizer 💂🏻‍♀️• @Bogazici_CmpE alumni • she/her ♎️ • @cgl@fosstodon.org
robmind,following,,,hakan ilgar,0,0,,,,,,,0,,
canburak,following,,,can burak,0,0,,,,,,,0,,https://t.co/R9BPUEda2b
kibritcikiz,following,,,Deniz Yalçın,0,0,,,,,,,0,,Software Developer
